classification,type,bracket,units,employees,salaried,wages.thousand,avg.min.wages
85.1 Educação infantil e ensino fundamental,c,100 a 249,401,56886,56087,1584304,"2,7"
85.1 Educação infantil e ensino fundamental,c,250 a 499,68,22178,22104,747572,"3,2"
85.1 Educação infantil e ensino fundamental,c,500 ou mais,40,170830,170814,8330565,"4,5"
85.2 Ensino médio,c,Total,3181,923227,917250,39161615,"3,4"
85.2 Ensino médio,c,0 a 4,831,X,X,X,X
85.2 Ensino médio,c,5 a 9,227,X,X,X,X
85.2 Ensino médio,c,10 a 19,455,6506,5446,84273,"1,5"
85.2 Ensino médio,c,20 a 29,349,8473,7752,118385,"1,5"
85.2 Ensino médio,c,30 a 49,494,18976,17877,338982,"1,8"
85.2 Ensino médio,c,50 a 99,452,31029,29947,665016,"2,1"
85.2 Ensino médio,c,100 a 249,210,31611,31171,955534,"2,9"
85.2 Ensino médio,c,250 a 499,89,30586,30332,1136048,"3,6"
85.2 Ensino médio,c,500 ou mais,74,793450,793303,35820573,"3,5"
85.3 Educação superior,c,Total,2997,823809,818978,52572601,"6,2"
85.3 Educação superior,c,0 a 4,1136,1981,547,18265,2
85.3 Educação superior,c,5 a 9,257,X,X,X,X
85.3 Educação superior,c,10 a 19,181,2488,2095,38270,"1,7"
85.3 Educação superior,c,20 a 29,123,X,X,X,X
85.3 Educação superior,c,30 a 49,204,7856,7527,172689,"2,2"
85.3 Educação superior,c,50 a 99,261,18621,18167,432243,"2,3"
85.3 Educação superior,c,100 a 249,333,51986,51388,1650528,"3,1"
85.3 Educação superior,c,250 a 499,180,64788,64386,2501510,"3,7"
85.3 Educação superior,c,500 ou mais,322,671406,670922,47684421,"6,8"
85.4 Educação profissional de nível técnico e tecnológico,c,Total,3035,113991,109007,6163345,"5,4"
85.4 Educação profissional de nível técnico e tecnológico,c,0 a 4,1655,X,X,X,X
85.4 Educação profissional de nível técnico e tecnológico,c,5 a 9,562,3754,2694,46062,"1,5"
85.4 Educação profissional de nível técnico e tecnológico,c,10 a 19,374,4977,4153,65637,"1,5"
85.4 Educação profissional de nível técnico e tecnológico,c,20 a 29,139,3350,3037,52456,"1,6"
85.4 Educação profissional de nível técnico e tecnológico,c,30 a 49,137,5213,4923,85306,"1,6"
85.4 Educação profissional de nível técnico e tecnológico,c,50 a 99,92,6297,6067,131206,2
85.4 Educação profissional de nível técnico e tecnológico,c,100 a 249,30,4829,4765,143079,"2,9"
85.4 Educação profissional de nível técnico e tecnológico,c,250 a 499,10,X,X,X,X
85.4 Educação profissional de nível técnico e tecnológico,c,500 ou mais,36,78788,78785,5494847,"6,8"
85.5 Atividades de apoio à educação,c,Total,62202,85449,64142,1803038,"2,7"
85.5 Atividades de apoio à educação,c,0 a 4,60397,17764,2747,47541,"1,5"
85.5 Atividades de apoio à educação,c,5 a 9,950,5920,3516,53259,"1,5"
85.5 Atividades de apoio à educação,c,10 a 19,559,6316,2649,50190,"1,8"
85.5 Atividades de apoio à educação,c,20 a 29,58,X,X,X,X
85.5 Atividades de apoio à educação,c,30 a 49,120,4736,4635,69619,"1,5"
85.5 Atividades de apoio à educação,c,50 a 99,79,4863,4833,76605,"1,6"
85.5 Atividades de apoio à educação,c,100 a 249,12,1734,1720,58285,"3,2"
85.5 Atividades de apoio à educação,c,250 a 499,10,X,X,X,X
85.5 Atividades de apoio à educação,c,500 ou mais,17,39467,39467,1238758,3
85.9 Outras atividades de ensino,c,Total,61761,460923,367073,10584021,"2,7"
85.9 Outras atividades de ensino,c,0 a 4,41385,73965,19092,374864,"1,6"
85.9 Outras atividades de ensino,c,5 a 9,11192,73855,53249,890300,"1,6"
85.9 Outras atividades de ensino,c,10 a 19,6544,86454,72500,1300313,"1,7"
85.9 Outras atividades de ensino,c,20 a 29,1397,32853,30283,550015,"1,7"
85.9 Outras atividades de ensino,c,30 a 49,743,27537,26302,495503,"1,8"
85.9 Outras atividades de ensino,c,50 a 99,279,18237,17798,426464,"2,4"
85.9 Outras atividades de ensino,c,100 a 249,103,15470,15361,544737,"3,4"
85.9 Outras atividades de ensino,c,250 a 499,55,20650,20617,813616,"3,7"
85.9 Outras atividades de ensino,c,500 ou mais,63,111902,111871,5188208,"4,2"
86.1 Atividades de atendimento hospitalar,c,Total,12646,1541239,1515027,56360567,"3,6"
86.1 Atividades de atendimento hospitalar,c,0 a 4,7027,12188,2178,57183,"1,7"
86.1 Atividades de atendimento hospitalar,c,5 a 9,1290,8386,4228,99052,"1,9"
86.1 Atividades de atendimento hospitalar,c,10 a 19,1078,14269,9535,274145,"2,2"
86.1 Atividades de atendimento hospitalar,c,20 a 29,504,12229,10880,230513,2
86.1 Atividades de atendimento hospitalar,c,30 a 49,627,24076,22585,473715,2
86.1 Atividades de atendimento hospitalar,c,50 a 99,692,49411,47636,1043484,"2,1"
86.1 Atividades de atendimento hospitalar,c,100 a 249,592,94436,93111,2129832,"2,2"
86.1 Atividades de atendimento hospitalar,c,250 a 499,362,131222,130514,3052215,"2,3"
86.1 Atividades de atendimento hospitalar,c,500 ou mais,474,1195022,1194360,49000428,4
86.2 Serviços móveis de atendimento a urgências e de remoção de pacientes,c,Total,679,12162,10874,249606,"2,3"
86.2 Serviços móveis de atendimento a urgências e de remoção de pacientes,c,0 a 4,450,829,182,6145,2
86.2 Serviços móveis de atendimento a urgências e de remoção de pacientes,c,5 a 9,87,X,X,X,X
86.2 Serviços móveis de atendimento a urgências e de remoção de pacientes,c,10 a 19,58,770,556,11542,"2,1"
86.2 Serviços móveis de atendimento a urgências e de remoção de pacientes,c,20 a 29,33,X,X,X,X
86.2 Serviços móveis de atendimento a urgências e de remoção de pacientes,c,30 a 49,24,899,832,17141,"2,3"
86.2 Serviços móveis de atendimento a urgências e de remoção de pacientes,c,50 a 99,9,X,X,X,X
86.2 Serviços móveis de atendimento a urgências e de remoção de pacientes,c,100 a 249,8,1288,1261,31769,"2,4"
86.2 Serviços móveis de atendimento a urgências e de remoção de pacientes,c,250 a 499,5,X,X,X,X
86.2 Serviços móveis de atendimento a urgências e de remoção de pacientes,c,500 ou mais,5,4369,4355,83502,2
86.3 Atividades de atenção ambulatorial executadas por médicos e odontólogos,c,Total,89494,388145,223531,4976108,"2,2"
86.3 Atividades de atenção ambulatorial executadas por médicos e odontólogos,c,0 a 4,70875,147011,40201,603286,"1,5"
86.3 Atividades de atenção ambulatorial executadas por médicos e odontólogos,c,5 a 9,13433,83859,47628,743026,"1,6"
86.3 Atividades de atenção ambulatorial executadas por médicos e odontólogos,c,10 a 19,3831,48485,32207,576936,"1,8"
86.3 Atividades de atenção ambulatorial executadas por médicos e odontólogos,c,20 a 29,689,16230,13539,265439,"1,9"
86.3 Atividades de atenção ambulatorial executadas por médicos e odontólogos,c,30 a 49,361,13434,11907,244436,2
86.3 Atividades de atenção ambulatorial executadas por médicos e odontólogos,c,50 a 99,194,13423,12664,302755,"2,3"
86.3 Atividades de atenção ambulatorial executadas por médicos e odontólogos,c,100 a 249,70,10402,10159,271717,"2,6"
86.3 Atividades de atenção ambulatorial executadas por médicos e odontólogos,c,250 a 499,19,6905,6866,204256,"2,8"
86.3 Atividades de atenção ambulatorial executadas por médicos e odontólogos,c,500 ou mais,22,48396,48360,1764257,"3,5"
86.4 Atividades de serviços de complementação diagnóstica e terapêutica,c,Total,23345,276975,225373,5203149,"2,2"
86.4 Atividades de serviços de complementação diagnóstica e terapêutica,c,0 a 4,12639,27861,8920,150741,"1,5"
86.4 Atividades de serviços de complementação diagnóstica e terapêutica,c,5 a 9,5296,34560,22151,376293,"1,7"
86.4 Atividades de serviços de complementação diagnóstica e terapêutica,c,10 a 19,2974,39751,29719,586419,"1,9"
86.4 Atividades de serviços de complementação diagnóstica e terapêutica,c,20 a 29,956,22800,19077,402576,"2,1"
86.4 Atividades de serviços de complementação diagnóstica e terapêutica,c,30 a 49,720,27189,24333,539478,"2,2"
86.4 Atividades de serviços de complementação diagnóstica e terapêutica,c,50 a 99,510,34540,32238,728123,"2,2"
86.4 Atividades de serviços de complementação diagnóstica e terapêutica,c,100 a 249,182,26736,25715,608787,"2,3"
86.4 Atividades de serviços de complementação diagnóstica e terapêutica,c,250 a 499,41,14110,13879,325840,"2,3"
86.4 Atividades de serviços de complementação diagnóstica e terapêutica,c,500 ou mais,27,49428,49341,1484892,"2,9"
"86.5 Atividades de profissionais da área de saúde, exceto médicos e odontólogos",c,Total,28438,111302,60839,1534503,"2,5"
"86.5 Atividades de profissionais da área de saúde, exceto médicos e odontólogos",c,0 a 4,24253,45372,9565,138575,"1,4"
"86.5 Atividades de profissionais da área de saúde, exceto médicos e odontólogos",c,5 a 9,2867,17942,9413,147047,"1,6"
"86.5 Atividades de profissionais da área de saúde, exceto médicos e odontólogos",c,10 a 19,978,11980,7134,127608,"1,8"
"86.5 Atividades de profissionais da área de saúde, exceto médicos e odontólogos",c,20 a 29,182,4274,3531,76642,"2,2"
"86.5 Atividades de profissionais da área de saúde, exceto médicos e odontólogos",c,30 a 49,86,3277,2959,62486,"2,1"
"86.5 Atividades de profissionais da área de saúde, exceto médicos e odontólogos",c,50 a 99,40,X,X,X,X
"86.5 Atividades de profissionais da área de saúde, exceto médicos e odontólogos",c,100 a 249,19,2816,2765,71388,"2,6"
"86.5 Atividades de profissionais da área de saúde, exceto médicos e odontólogos",c,250 a 499,2,X,X,X,X
"86.5 Atividades de profissionais da área de saúde, exceto médicos e odontólogos",c,500 ou mais,11,22230,22206,829284,"3,6"
86.6 Atividades de apoio à gestão de saúde,c,Total,1121,59605,57767,2595371,5
86.6 Atividades de apoio à gestão de saúde,c,0 a 4,846,1482,290,7029,"2,1"
86.6 Atividades de apoio à gestão de saúde,c,5 a 9,133,X,X,X,X
86.6 Atividades de apoio à gestão de saúde,c,10 a 19,52,661,509,9803,"1,9"
86.6 Atividades de apoio à gestão de saúde,c,20 a 29,16,X,X,X,X
86.6 Atividades de apoio à gestão de saúde,c,30 a 49,13,523,506,13572,"2,4"
86.6 Atividades de apoio à gestão de saúde,c,50 a 99,17,1190,1167,39141,3
86.6 Atividades de apoio à gestão de saúde,c,100 a 249,19,2789,2761,82224,"2,8"
86.6 Atividades de apoio à gestão de saúde,c,250 a 499,7,2348,2344,94176,"4,3"
86.6 Atividades de apoio à gestão de saúde,c,500 ou mais,18,49431,49421,2329666,"5,3"
86.9 Atividades de atenção à saúde humana não especificadas anteriormente,c,Total,6366,61818,49260,1606276,3
86.9 Atividades de atenção à saúde humana não especificadas anteriormente,c,0 a 4,4501,8912,2363,43589,"1,7"
86.9 Atividades de atenção à saúde humana não especificadas anteriormente,c,5 a 9,1039,6661,3930,75995,"1,8"
86.9 Atividades de atenção à saúde humana não especificadas anteriormente,c,10 a 19,511,6348,3855,98322,"2,2"
86.9 Atividades de atenção à saúde humana não especificadas anteriormente,c,20 a 29,98,2337,2047,49453,"2,3"
86.9 Atividades de atenção à saúde humana não especificadas anteriormente,c,30 a 49,84,3198,2922,71852,"2,3"
86.9 Atividades de atenção à saúde humana não especificadas anteriormente,c,50 a 99,68,4699,4555,123234,"2,6"
86.9 Atividades de atenção à saúde humana não especificadas anteriormente,c,100 a 249,45,6582,6524,187819,"2,8"
86.9 Atividades de atenção à saúde humana não especificadas anteriormente,c,250 a 499,10,3288,3271,96861,"2,9"
86.9 Atividades de atenção à saúde humana não especificadas anteriormente,c,500 ou mais,10,19793,19793,859150,"3,9"
"87.1 Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares",c,Total,5295,64453,58216,1033712,"1,8"
"87.1 Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares",c,0 a 4,2532,3690,1330,22540,"1,5"
"87.1 Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares",c,5 a 9,825,5678,4549,66595,"1,5"
"87.1 Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares",c,10 a 19,1075,14604,13033,198535,"1,5"
"87.1 Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares",c,20 a 29,402,9494,8962,152069,"1,6"
"87.1 Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares",c,30 a 49,258,9553,9227,155530,"1,7"
"87.1 Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares",c,50 a 99,143,9397,9186,179071,"1,9"
"87.1 Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares",c,100 a 249,49,7358,7276,175567,"2,4"
"87.1 Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares",c,250 a 499,10,X,X,X,X
"87.1 Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares",c,500 ou mais,1,X,X,X,X
"87.2 Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química",c,Total,1472,15212,13695,314748,"2,2"
"87.2 Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química",c,0 a 4,1088,X,X,X,X
"87.2 Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química",c,5 a 9,186,1255,1005,16178,"1,6"
"87.2 Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química",c,10 a 19,93,1254,1110,18576,"1,7"
"87.2 Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química",c,20 a 29,33,X,X,X,X
"87.2 Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química",c,30 a 49,33,1273,1223,24306,2
"87.2 Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química",c,50 a 99,23,1622,1591,34455,"2,1"
"87.2 Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química",c,100 a 249,9,1317,1287,27287,"2,1"
"87.2 Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química",c,250 a 499,3,X,X,X,X
"87.2 Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química",c,500 ou mais,4,X,X,X,X
87.3 Atividades de assistência social prestadas em residências coletivas e particulares,c,Total,1874,35220,34057,879754,"2,4"
87.3 Atividades de assistência social prestadas em residências coletivas e particulares,c,0 a 4,996,X,X,X,X
87.3 Atividades de assistência social prestadas em residências coletivas e particulares,c,5 a 9,246,1650,1441,26466,"1,6"
87.3 Atividades de assistência social prestadas em residências coletivas e particulares,c,10 a 19,300,4172,3938,70371,"1,7"
87.3 Atividades de assistência social prestadas em residências coletivas e particulares,c,20 a 29,116,X,X,X,X
87.3 Atividades de assistência social prestadas em residências coletivas e particulares,c,30 a 49,92,3414,3353,64347,"1,8"
87.3 Atividades de assistência social prestadas em residências coletivas e particulares,c,50 a 99,65,4266,4225,91472,2
87.3 Atividades de assistência social prestadas em residências coletivas e particulares,c,100 a 249,39,5937,5914,122460,2
87.3 Atividades de assistência social prestadas em residências coletivas e particulares,c,250 a 499,10,3500,3499,105935,3
87.3 Atividades de assistência social prestadas em residências coletivas e particulares,c,500 ou mais,10,8326,8315,331747,"3,8"
88.0 Serviços de assistência social sem alojamento,c,Total,3723,139715,137399,3725279,"2,6"
88.0 Serviços de assistência social sem alojamento,c,0 a 4,2354,2261,1129,31352,"1,8"
88.0 Serviços de assistência social sem alojamento,c,5 a 9,356,2450,2138,43955,"1,8"
88.0 Serviços de assistência social sem alojamento,c,10 a 19,387,5329,4917,103772,2
88.0 Serviços de assistência social sem alojamento,c,20 a 29,173,4110,4009,78956,"1,9"
88.0 Serviços de assistência social sem alojamento,c,30 a 49,156,5980,5866,125797,2
88.0 Serviços de assistência social sem alojamento,c,50 a 99,133,9064,8956,200509,"2,1"
88.0 Serviços de assistência social sem alojamento,c,100 a 249,79,12097,12043,261121,2
88.0 Serviços de assistência social sem alojamento,c,250 a 499,40,14110,14074,329646,"2,2"
88.0 Serviços de assistência social sem alojamento,c,500 ou mais,45,84314,84267,2550170,"2,9"
"90.0 Atividades artísticas, criativas e de espetáculos",c,Total,16946,42664,18845,525498,"2,7"
"90.0 Atividades artísticas, criativas e de espetáculos",c,0 a 4,15557,23848,3106,68265,"1,8"
"90.0 Atividades artísticas, criativas e de espetáculos",c,5 a 9,915,5781,3710,77045,2
"90.0 Atividades artísticas, criativas e de espetáculos",c,10 a 19,324,4180,3429,79969,"2,2"
"90.0 Atividades artísticas, criativas e de espetáculos",c,20 a 29,76,1776,1652,40957,"2,4"
